arm,confidence,defect_id,design,item_id,kind,material,packet,rater,repeat,set_id
M2,high,WH-07,stage_a,i-51e55bd6195ca052,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-0b1e6281f5f0570f
M0,high,WH-06,stage_a,i-52d6745336c0b49a,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-1818ee541187a9fa
S0,high,KR-05,stage_a,i-53342a177c8d95d1,final,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-bfeab9397dc3e4a9
M0,high,KR-04,stage_a,i-53b3481f936581ba,raw_union,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-4e65858cf06c6cc9
S2,high,RD-01,stage_a,i-540cc86d91dcb2b4,final,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-5164bcc63d8047c1
M2,high,RD-03,stage_a,i-54851e4d4fb2a790,raw_union,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-67c95b2fa828507a
M2,medium,KR-04,stage_a,i-553918896f28f2bf,raw_union,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-e7344701b871370d
M1,high,KR-06,stage_a,i-559e958538f731dd,raw_union,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-3aaddbda5cda59c3
M2,high,WH-05,stage_a,i-55a734b9dc4c960e,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-0b1e6281f5f0570f
S0,high,RD-04,stage_a,i-567315613a2f51b4,final,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-967375e4a0254714
M0,high,WH-05,stage_a,i-575b12366e6b6b13,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-1818ee541187a9fa
M1,high,NONE,stage_a,i-57ac0b101483fd50,raw_union,False,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-5cd85229b4a7d16f
M1,high,RD-04,stage_a,i-58eae8f69637396b,raw_union,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-3982004e060be2cf
M0,high,KR-01,stage_a,i-58fdd1bd291a6ad5,raw_union,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-4e65858cf06c6cc9
M0,high,NONE,stage_a,i-59a07f3121544e9a,raw_union,False,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-a744b6122a4dffb8
S1,high,KR-01,stage_a,i-5a4490c1d24d5bb5,final,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-966afc2eb1136441
M2,medium,WH-07,stage_a,i-5a867c2fcb78e541,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-0b1e6281f5f0570f
M0,medium,RD-07,stage_a,i-5a95bd1bb42a1436,raw_union,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-a744b6122a4dffb8
M2,low,NONE,stage_a,i-5afafdc746e5b180,raw_union,False,02-key-rotation,llm:claude-sonnet-4-6,0,s-e7344701b871370d
M1,medium,KR-06,stage_a,i-5bcff5966c132b74,raw_union,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-3aaddbda5cda59c3
M1,high,KR-05,stage_a,i-5bd280c438bac219,fused,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-38caa01ecaa31383
M0,high,WH-03,stage_a,i-5bff01e33a2f9d91,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-1818ee541187a9fa
M2,medium,KR-06,stage_a,i-5d07fa0fc739fa70,raw_union,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-e7344701b871370d
M2,high,WH-05,stage_a,i-5d0c9b6f36e758a1,fused,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-67b1067297e150e5
M1,medium,NONE,stage_a,i-5d359581d7a71c66,raw_union,False,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-3982004e060be2cf
M0,high,WH-02,stage_a,i-5ea0577a4a84d6a3,fused,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-ec2f900b6c1a4066
M1,medium,NONE,stage_a,i-5eecc13b5fe2b048,raw_union,False,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-5cd85229b4a7d16f
M1,high,WH-03,stage_a,i-5f68c9973a1dd03e,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-5cd85229b4a7d16f
M2,medium,KR-06,stage_a,i-6008301325774115,raw_union,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-e7344701b871370d
S1,medium,WH-08,stage_a,i-6046d0ef625ea9b3,final,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-5970850e40daecb9
S2,high,KR-04,stage_a,i-607af0d6a73d322e,final,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-12e0b033ff4f2e63
M0,high,WH-02,stage_a,i-6081dfbadacf4760,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-1818ee541187a9fa
M0,medium,KR-06,stage_a,i-6089136743e704b1,raw_union,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-4e65858cf06c6cc9
M2,high,WH-01,stage_a,i-60c4feb36dbc3ad6,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-0b1e6281f5f0570f
M0,high,WH-01,stage_a,i-615adfe35313fd70,raw_union,False,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-1818ee541187a9fa
M1,high,RD-03,stage_a,i-61de7ff8f44eeaa0,raw_union,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-3982004e060be2cf
M1,medium,WH-06,stage_a,i-62189fe55b57a8cb,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-5cd85229b4a7d16f
M1,high,KR-02,stage_a,i-6283134c6e59073b,raw_union,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-3aaddbda5cda59c3
M1,high,RD-07,stage_a,i-62aca6b1c13a2a94,raw_union,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-3982004e060be2cf
M0,high,RD-03,stage_a,i-64402d4ef2dd57e3,raw_union,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-a744b6122a4dffb8
M0,high,RD-02,stage_a,i-64804ed0c416454d,fused,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-de2f31d5b043ab4e
M1,high,RD-04,stage_a,i-64fbac8fcfc9b9e9,raw_union,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-3982004e060be2cf
M0,high,KR-01,stage_a,i-64fbaf78e8542f7c,raw_union,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-4e65858cf06c6cc9
M0,high,WH-08,stage_a,i-661fd4401ec3ac6d,fused,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-ec2f900b6c1a4066
M2,high,NONE,stage_a,i-67201c4ca2ca7682,raw_union,False,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-0b1e6281f5f0570f
M1,high,KR-02,stage_a,i-6732fbffe97503f7,raw_union,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-3aaddbda5cda59c3
M2,high,KR-02,stage_a,i-6741ca85bf45595a,raw_union,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-e7344701b871370d
M2,high,WH-07,stage_a,i-677c595a5e721202,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-0b1e6281f5f0570f
M1,high,WH-06,stage_a,i-682f8918e6e56bad,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-5cd85229b4a7d16f
M1,high,RD-05,stage_a,i-68c71a735eb8d11f,raw_union,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-3982004e060be2cf
M1,medium,NONE,stage_a,i-68d0b878da107bef,raw_union,False,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-3982004e060be2cf
M1,high,RD-02,stage_a,i-690cbd345890660a,raw_union,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-3982004e060be2cf
M1,medium,KR-05,stage_a,i-695207a6db0880ef,raw_union,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-3aaddbda5cda59c3
M0,high,KR-05,stage_a,i-6981923b0370f94c,fused,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-4934172b794d0601
M0,medium,NONE,stage_a,i-69941f4b3936f0e2,fused,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-4934172b794d0601
M2,medium,WH-07,stage_a,i-69bb811c7e8e6aca,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-0b1e6281f5f0570f
M1,high,KR-01,stage_a,i-6b131ea218ea8510,raw_union,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-3aaddbda5cda59c3
M0,high,WH-07,stage_a,i-6b46545b0f033ea7,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-1818ee541187a9fa
S1,low,RD-02,stage_a,i-6bf8e8f3051c554e,final,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-648846afe5069c31
M1,medium,KR-06,stage_a,i-6c535bd859d6f4e5,raw_union,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-3aaddbda5cda59c3
M2,medium,RD-07,stage_a,i-6c8123834e99afde,raw_union,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-67c95b2fa828507a
M0,medium,NONE,stage_a,i-6c9698205d0fab3d,raw_union,False,02-key-rotation,llm:claude-sonnet-4-6,0,s-4e65858cf06c6cc9
M2,high,WH-08,stage_a,i-6cf77ec9163cf75a,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-0b1e6281f5f0570f
M0,high,KR-01,stage_a,i-6d5265afd1330697,raw_union,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-4e65858cf06c6cc9
M2,high,KR-02,stage_a,i-6da822b9eaf4f1f4,raw_union,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-e7344701b871370d
M0,high,RD-03,stage_a,i-6dfefa60798176be,raw_union,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-a744b6122a4dffb8
M2,high,NONE,stage_a,i-6e7e126b91b9da8c,raw_union,False,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-67c95b2fa828507a
M1,medium,NONE,stage_a,i-6e8995e90c2808b7,raw_union,False,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-3982004e060be2cf
M1,medium,NONE,stage_a,i-6eaeceec0d6b9d1c,raw_union,False,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-3982004e060be2cf
M1,medium,NONE,stage_a,i-6f4dc37f892fc183,raw_union,False,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-5cd85229b4a7d16f
M0,high,WH-06,stage_a,i-6f5732f1a0748a46,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-1818ee541187a9fa
M0,high,RD-07,stage_a,i-6f5cb834d632ac53,raw_union,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-a744b6122a4dffb8
M1,high,NONE,stage_a,i-6fd4d7e75a2403d0,raw_union,False,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-5cd85229b4a7d16f
M2,high,KR-01,stage_a,i-703c8381be64792f,raw_union,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-e7344701b871370d
M0,high,KR-06,stage_a,i-709884525f13b8c1,raw_union,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-4e65858cf06c6cc9
M2,medium,WH-05,stage_a,i-7106be7209bf3461,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-0b1e6281f5f0570f
M1,high,WH-03,stage_a,i-71cf0e6dbb15915d,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-5cd85229b4a7d16f
M1,high,RD-01,stage_a,i-72d3cdf0dc011afe,fused,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-73ef658e8d890307
M1,high,RD-03,stage_a,i-732ce3df7af00753,raw_union,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-3982004e060be2cf
M1,medium,NONE,stage_a,i-73be2b827d2d5e56,raw_union,False,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-5cd85229b4a7d16f
M0,high,RD-01,stage_a,i-7527d8ed31d9d5c5,raw_union,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-a744b6122a4dffb8
S0,medium,RD-07,stage_a,i-75876a574cc22f8f,final,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-967375e4a0254714
S1,medium,KR-02,stage_a,i-75b7b511af7eec86,final,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-966afc2eb1136441
M2,high,RD-08,stage_a,i-75ca85e76facbb18,raw_union,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-67c95b2fa828507a
M0,high,KR-05,stage_a,i-76b002d1971df570,raw_union,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-4e65858cf06c6cc9
M2,high,KR-05,stage_a,i-773d9298b582053b,raw_union,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-e7344701b871370d
M0,high,WH-01,stage_a,i-77ff0d74c5250b32,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-1818ee541187a9fa
M0,high,WH-03,stage_a,i-78330f53e33a193a,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-1818ee541187a9fa
M0,high,KR-01,stage_a,i-7853290be55b1280,raw_union,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-4e65858cf06c6cc9
S0,medium,KR-06,stage_a,i-78a20af9a4df352f,final,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-bfeab9397dc3e4a9
M1,medium,NONE,stage_a,i-792433d56cb8a67e,raw_union,False,02-key-rotation,llm:claude-sonnet-4-6,0,s-3aaddbda5cda59c3
M2,high,KR-01,stage_a,i-7976cd929630418c,raw_union,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-e7344701b871370d
M1,medium,RD-07,stage_a,i-7ab16501e9b1f8ff,raw_union,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-3982004e060be2cf
M0,high,WH-02,stage_a,i-7b000479833628a4,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-1818ee541187a9fa
M1,high,WH-07,stage_a,i-7b64b0ec70575e1c,fused,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-4993a15e174cd196
M2,medium,NONE,stage_a,i-7bad472de82d5458,raw_union,False,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-0b1e6281f5f0570f
M1,high,KR-05,stage_a,i-7da102e866bccbe3,raw_union,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-3aaddbda5cda59c3
M0,high,WH-02,stage_a,i-7da65a0149ee2a57,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-1818ee541187a9fa
M2,high,KR-04,stage_a,i-7db3e8a19d5aab91,fused,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-2079af0b2551591a
M1,medium,NONE,stage_a,i-7e3c2ea708c00525,raw_union,False,02-key-rotation,llm:claude-sonnet-4-6,0,s-3aaddbda5cda59c3
M2,high,RD-06,stage_a,i-7e4d3ba460e47677,fused,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-3a6e370c6bad0079
M2,high,KR-01,stage_a,i-7e7657ec48fbdab1,raw_union,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-e7344701b871370d
M2,high,KR-01,stage_a,i-7e832b8e176c9007,fused,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-2079af0b2551591a
M1,high,WH-06,stage_a,i-7ec16a827247ba7e,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-5cd85229b4a7d16f
M2,high,WH-04,stage_a,i-7ec445eb41a51929,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-0b1e6281f5f0570f
M2,high,WH-02,stage_a,i-7ef814ef90c634c5,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-0b1e6281f5f0570f
M1,high,RD-03,stage_a,i-7f607b1b4f125fbb,raw_union,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-3982004e060be2cf
M2,high,WH-06,stage_a,i-7fd2eac1a66780e3,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-0b1e6281f5f0570f
M0,high,RD-05,stage_a,i-809522d46c1d1b26,raw_union,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-a744b6122a4dffb8
M0,high,RD-03,stage_a,i-810698068cf38380,raw_union,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-a744b6122a4dffb8
M0,high,WH-05,stage_a,i-824101dbcad464f2,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-1818ee541187a9fa
M0,high,RD-03,stage_a,i-82f4d18a4353782c,raw_union,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-a744b6122a4dffb8
M2,high,RD-05,stage_a,i-832fc6bd6facb88f,fused,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-3a6e370c6bad0079
M0,high,RD-04,stage_a,i-8347629ba9cc75c2,raw_union,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-a744b6122a4dffb8
M2,high,WH-06,stage_a,i-83d8c4f1a7c80e20,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-0b1e6281f5f0570f
M0,high,RD-07,stage_a,i-84cff4daa56382ce,raw_union,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-a744b6122a4dffb8
M0,high,RD-06,stage_a,i-85acfc55d2418241,raw_union,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-a744b6122a4dffb8
M1,medium,KR-06,stage_a,i-86d290458a1df055,raw_union,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-3aaddbda5cda59c3
M1,high,WH-02,stage_a,i-86d7a1afad13a24e,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-5cd85229b4a7d16f
M2,high,KR-02,stage_a,i-882833f9a1ff961a,raw_union,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-e7344701b871370d
M1,medium,NONE,stage_a,i-88a387066a001db6,raw_union,False,02-key-rotation,llm:claude-sonnet-4-6,0,s-3aaddbda5cda59c3
S1,medium,WH-05,stage_a,i-8a1467747c17bcb9,final,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-5970850e40daecb9
S0,high,KR-04,stage_a,i-8c424bd18053fd35,final,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-bfeab9397dc3e4a9
M2,medium,KR-06,stage_a,i-8c97ce3bb5c47e60,raw_union,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-e7344701b871370d
M1,medium,NONE,stage_a,i-8cd3112f59d17578,raw_union,False,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-3982004e060be2cf
M2,high,KR-01,stage_a,i-8d92ea0192ad7179,raw_union,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-e7344701b871370d
M2,high,RD-07,stage_a,i-8dc14924d4af228f,fused,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-3a6e370c6bad0079
M2,high,KR-05,stage_a,i-8dedee203207603d,raw_union,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-e7344701b871370d
M0,high,RD-05,stage_a,i-8e768de576fa1c4e,raw_union,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-a744b6122a4dffb8
M1,medium,NONE,stage_a,i-8e83949281011194,fused,False,02-key-rotation,llm:claude-sonnet-4-6,0,s-38caa01ecaa31383
M2,high,RD-03,stage_a,i-8f45aee6bbce6930,raw_union,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-67c95b2fa828507a
M2,high,KR-01,stage_a,i-908d28ac132f82b7,raw_union,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-e7344701b871370d
M0,high,WH-02,stage_a,i-909a4a4525ee29f8,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-1818ee541187a9fa
M0,high,WH-06,stage_a,i-91ea617e9b4909bf,fused,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-ec2f900b6c1a4066
M2,high,KR-02,stage_a,i-922c804e838bca46,raw_union,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-e7344701b871370d
M0,high,RD-07,stage_a,i-9286108c82e2f734,fused,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-de2f31d5b043ab4e
M0,high,WH-05,stage_a,i-92b10aa0e76e7b91,fused,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-ec2f900b6c1a4066
M1,high,WH-01,stage_a,i-938500ceeba5b2f1,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-5cd85229b4a7d16f
M1,high,WH-01,stage_a,i-942d41e9fb085aeb,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-5cd85229b4a7d16f
M2,medium,WH-05,stage_a,i-949aac72543e8bfd,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-0b1e6281f5f0570f
M0,medium,NONE,stage_a,i-94a83ec646847eb4,raw_union,False,02-key-rotation,llm:claude-sonnet-4-6,0,s-4e65858cf06c6cc9
M1,high,RD-04,stage_a,i-95103289e542d09c,raw_union,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-3982004e060be2cf
M0,high,WH-01,stage_a,i-952e227367b43f05,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-1818ee541187a9fa
M0,medium,RD-05,stage_a,i-954535d014b4953b,raw_union,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-a744b6122a4dffb8
M2,high,WH-06,stage_a,i-95478bafb30277c4,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-0b1e6281f5f0570f
S1,medium,NONE,stage_a,i-958f8bc6a24dc555,final,False,02-key-rotation,llm:claude-sonnet-4-6,0,s-966afc2eb1136441
M2,low,NONE,stage_a,i-959eae38a3cbcfae,raw_union,False,02-key-rotation,llm:claude-sonnet-4-6,0,s-e7344701b871370d
M2,high,NONE,stage_a,i-9749ea5cbb5592cb,fused,False,02-key-rotation,llm:claude-sonnet-4-6,0,s-2079af0b2551591a
S0,high,KR-06,stage_a,i-978bfd57cfb3f319,final,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-bfeab9397dc3e4a9
S0,medium,WH-04,stage_a,i-97b73c4d6f1f8a11,final,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-03f22d86370e646e
M1,low,NONE,stage_a,i-9863d29c383783ea,raw_union,False,02-key-rotation,llm:claude-sonnet-4-6,0,s-3aaddbda5cda59c3
M0,high,KR-01,stage_a,i-994d8479f2022034,fused,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-4934172b794d0601
M1,high,KR-01,stage_a,i-99c6b88b6eb586c9,fused,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-38caa01ecaa31383
M2,medium,WH-08,stage_a,i-9a748cf9f4e6d377,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-0b1e6281f5f0570f
M0,high,KR-01,stage_a,i-9b03dcbfa15bbaa9,raw_union,False,02-key-rotation,llm:claude-sonnet-4-6,0,s-4e65858cf06c6cc9
M2,medium,WH-08,stage_a,i-9b15273f5e008385,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-0b1e6281f5f0570f
M0,high,WH-05,stage_a,i-9b8458d437138f5e,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-1818ee541187a9fa
M1,high,KR-08,stage_a,i-9b8c26fe6ff534a2,raw_union,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-3aaddbda5cda59c3
M0,medium,KR-06,stage_a,i-9ddeef4b80cbd97e,raw_union,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-4e65858cf06c6cc9
M0,high,RD-05,stage_a,i-9e520a0d67967276,raw_union,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-a744b6122a4dffb8
M1,medium,NONE,stage_a,i-9f0c9254379c037e,raw_union,False,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-3982004e060be2cf
M1,high,RD-02,stage_a,i-9f18d883db544f07,fused,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-73ef658e8d890307
M1,high,WH-02,stage_a,i-9f24e6e6ccffefd1,fused,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-4993a15e174cd196
M0,high,RD-03,stage_a,i-9fd9525b6877d08c,raw_union,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-a744b6122a4dffb8
M0,high,KR-05,stage_a,i-9ff1e47bfdc92579,raw_union,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-4e65858cf06c6cc9
M1,medium,KR-06,stage_a,i-9ff6b1e430eb2b56,raw_union,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-3aaddbda5cda59c3
M0,high,WH-02,stage_a,i-a0c5672213264812,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-1818ee541187a9fa
M0,high,RD-01,stage_a,i-a1935a5ac9f84e6b,raw_union,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-a744b6122a4dffb8
M2,high,KR-03,stage_a,i-a1cefec462201c0b,raw_union,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-e7344701b871370d
S2,high,WH-02,stage_a,i-a2245549787bbfdb,final,True,03-webhook-redesign,llm:openai-codex/gpt-5.4-mini,0,s-7f09ac09c5f2d74d
M2,high,WH-03,stage_a,i-a270170cc9bc1e7c,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-0b1e6281f5f0570f
M2,high,RD-05,stage_a,i-a2b0fc49eacc9974,raw_union,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-67c95b2fa828507a
S2,medium,RD-06,stage_a,i-a339521c0819814e,final,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-5164bcc63d8047c1
M1,medium,NONE,stage_a,i-a367ba024aa59615,raw_union,False,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-3982004e060be2cf
M2,high,WH-01,stage_a,i-a38cf6f745f60ef5,fused,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-67b1067297e150e5
M0,medium,NONE,stage_a,i-a40277607899d4f0,raw_union,False,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-a744b6122a4dffb8
M1,high,WH-06,stage_a,i-a41b96dc545d31fd,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-5cd85229b4a7d16f
M1,medium,RD-05,stage_a,i-a639706bfbdd4e74,raw_union,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-3982004e060be2cf
M2,medium,NONE,stage_a,i-a6490727c850f7ba,fused,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-3a6e370c6bad0079
M0,high,WH-03,stage_a,i-a6865396f113027b,fused,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-ec2f900b6c1a4066
M0,medium,KR-06,stage_a,i-a6ed83cd33f9dd54,raw_union,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-4e65858cf06c6cc9
M1,medium,NONE,stage_a,i-a7986d42f5df597e,raw_union,False,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-3982004e060be2cf
M0,medium,NONE,stage_a,i-a7e0dfa1cdeee8ef,raw_union,False,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-a744b6122a4dffb8
M0,high,WH-03,stage_a,i-a8833fa75b6400a4,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-1818ee541187a9fa
M1,medium,NONE,stage_a,i-a912bddfd918263b,raw_union,False,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-5cd85229b4a7d16f
